,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,ict,ict_pred
2646,Ashley Barnes,6,3,1890,5,6,86,129.6,139.14213469303246
2647,Jordon Mutch,0,0,53,3,0,4,3.1,2.547283455992506
2648,Ben Mee,0,1,1080,2,3,31,39.2,41.0251956827192
2649,Demarai Gray,1,5,1271,4,5,70,84.9,95.73842198938178
2650,Erik Pieters,0,2,2250,2,7,81,78.1,83.52982283891157
2651,Eden Hazard,8,3,1245,4,8,103,143.1,145.89977155571412
2652,Ben Woodburn,0,0,86,4,0,5,5.4,4.878083071338224
2653,Damien Delaney,0,2,2104,2,3,51,68.1,78.17709871949098
2654,Isaac Success,1,1,519,4,1,28,46.8,33.92004253174069
2655,Sam McQueen,0,1,742,2,2,35,27.4,30.53703245783698
2656,Michy Batshuayi,5,1,335,5,0,49,54.8,54.93220337195215
2657,Andros Townsend,3,7,2835,4,7,125,213.9,186.85649955054419
2658,Nordin Amrabat,0,3,2289,4,5,71,121.9,104.42825309955542
2659,Adnan Januzaj,0,1,877,4,1,23,56.8,37.30072891713149
2660,Laurent Koscielny,7,1,6004,2,21,280,255.8,253.08482546454542
2661,James Morrison,5,2,1154,3,4,71,65.6,101.45747985635315
2662,Paul Pogba,8,11,3290,3,17,171,336.2,296.55749926018757
2663,Danny Ings,7,1,954,5,3,67,107.0,93.98416654666528
2664,Giannelli Imbula,0,0,90,3,0,5,3.2,3.6168129796325523
2665,Phil Jones,0,0,3377,2,18,156,103.8,112.0065991108304
2666,Michel Vorm,0,0,326,1,2,15,6.5,1.4162392518889462
2667,Fabián Balbuena,1,0,1170,2,1,37,49.7,44.01920648084883
2668,Connor Wickham,2,0,412,5,0,18,25.0,31.210035608089484
2669,Nathaniel Clyne,0,2,3053,2,9,116,141.9,104.25219206339708
2670,Jonathan Hogg,0,0,1458,3,4,34,37.3,47.22956073185907
2671,Jack Rodwell,0,1,360,3,0,11,10.1,17.251078248967275
2672,Sead Kolasinac,2,4,2079,2,9,108,116.6,117.91609309704346
2673,Adrián San Miguel del Castillo,0,0,1710,1,6,72,47.0,42.014507483373706
2674,Sergio Agüero,33,10,3825,5,18,308,524.3,497.2755966470126
2675,Ayoze Pérez,1,1,1115,5,3,37,62.0,56.38252942020857
2676,Kevin De Bruyne,14,39,5980,4,30,408,708.1,713.1642507316906
2677,Wes Morgan,1,1,2430,2,5,63,81.4,86.52093737851618
2678,Kyle Bartley,0,0,75,2,0,3,3.9,1.3774823488647234
2679,Martin Kelly,0,2,3527,2,6,83,100.9,116.81156858162619
2680,Simon Francis,0,1,5180,2,13,131,217.8,154.82186186081276
2681,Rob Holding,0,0,270,2,1,7,8.8,7.901092436478159
2682,Aaron Wan-Bissaka,0,0,360,2,1,10,17.1,10.888838408605679
2683,Jonathan Leko,0,1,118,4,0,12,7.6,11.312589352669724
2684,Victor Anichebe,3,1,715,5,2,37,63.4,55.986949215402134
2685,Marcus Rashford,9,8,2815,5,14,144,248.0,263.60425250336266
2686,Victor Wanyama,5,2,3996,3,15,141,200.6,201.1356875980814
2687,Joel Robles,0,1,297,1,2,28,9.4,8.785209427850816
2688,Alberto Moreno,0,2,1723,2,6,71,85.9,69.16566687107513
2689,Daryl Janmaat,5,2,2997,2,4,103,151.9,150.97352471425336
2690,Eliaquim Mangala,0,0,617,2,2,22,16.8,19.197781516712936
2691,Andros Townsend,0,0,90,4,0,3,10.2,4.994550651528202
2692,Harry Arter,1,4,3316,3,9,92,146.9,147.50852155256715
2693,Leon Britton,0,0,1432,3,8,41,22.8,61.239408649555074
2694,Mathias Jorgensen,3,1,1787,2,3,62,72.0,89.94302627688985
2695,Adam Federici,0,0,180,1,1,8,3.5,-0.26300420964686033
2696,Manuel Lanzini,13,10,4747,4,15,239,382.3,379.2673989849848
2697,Abel Hernández,1,1,518,5,2,20,23.9,34.96889114336885
2698,Joel Matip,2,0,4452,2,18,178,186.1,154.95122639157847
2699,Oliver Burke,0,0,2,4,0,5,1.8,2.436930917459174
2700,Danny Ings,1,1,256,5,3,18,23.7,27.591313527420702
2701,Henrikh Mkhitaryan,5,6,2268,4,19,130,210.6,199.69383202205984
2702,Jay Fulton,0,0,707,3,3,20,18.7,27.773342226792096
2703,Leighton Baines,4,8,5102,2,16,224,245.5,261.7698505418619
2704,Sokratis Papastathopoulos,0,0,848,2,1,14,19.5,25.482918066776016
2705,Phil Foden,0,1,131,3,0,15,21.9,10.097028150358673
2706,Harry Arter,0,2,1843,3,6,48,73.8,77.4561066346136
2707,Tammy Abraham,5,3,1715,5,4,86,114.2,125.3620961910533
2708,Jeff Hendrick,4,3,4772,3,18,153,163.0,228.4861791878522
2709,Jesús Navas,0,2,510,2,1,24,36.9,30.36931483464771
2710,Glenn Murray,18,0,3026,5,10,162,207.8,240.0915624948483
2711,Gökhan Töre,0,1,240,4,1,10,14.6,17.422531069822277
2712,Ademola Lookman,1,0,112,4,0,13,11.7,13.746958005065014
2713,Stuart Armstrong,3,3,1153,3,3,64,90.0,87.55861248119358
2714,Jonathan Calleri,1,0,159,5,0,12,15.1,14.466943918392953
2715,Sergio Agüero,25,7,2780,5,11,227,388.0,347.72145064381095
2716,Moussa Sissoko,0,0,243,3,2,11,14.1,13.069301984255368
2717,Elias Kachunga,1,1,2026,4,7,64,78.0,88.0624518732823
2718,Axel Tuanzebe,0,0,303,2,2,14,7.8,8.995075365684492
2719,Rekeem Harper,0,0,20,3,0,1,2.7,1.5852405763585065
2720,Mohamed Elyounoussi,0,0,695,4,4,26,50.9,32.29046272236471
2721,Omar Elabdellaoui,0,0,525,2,1,14,11.9,16.091655510316972
2722,Wayne Hennessey,0,0,6525,1,19,258,158.0,173.8025151201253
2723,Georginio Wijnaldum,6,9,2974,3,11,151,198.5,239.17107143344955
2724,Fernando Llorente,1,1,540,5,1,20,45.8,35.9932002648039
2725,Phil Bardsley,0,0,661,2,2,20,20.0,20.5190394162407
2726,Ashley Young,0,1,760,2,4,26,37.6,31.308246831803025
2727,Jordan Rhodes,0,0,107,5,0,5,10.8,5.593446797395529
2728,Martin Cranie,0,0,179,2,0,2,4.7,4.9865626518938875
2729,Jacob Murphy,0,0,12,4,0,3,1.9,2.7272262709396617
2730,Matt Phillips,4,9,1985,4,6,111,133.9,175.63960347449208
2731,Lys Mousset,0,0,25,5,0,2,2.4,2.6403996216676404
2732,Javier Hernández Balcázar,4,0,829,5,4,41,57.2,61.20811217058426
2733,Christian Eriksen,19,30,6287,4,33,417,738.8,725.0923187901317
2734,Isaac Hayden,1,0,1327,3,3,39,57.7,51.147255137410596
2735,Eric Bailly,1,0,3438,2,20,167,102.6,120.56893549804118
2736,Wes Morgan,1,1,2430,2,5,63,81.4,86.52093737851618
2737,Matteo Darmian,0,0,2219,2,13,111,54.6,75.5966628785147
2738,Olivier Giroud,16,6,1690,5,6,163,229.8,215.8546681650004
2739,Willy Caballero,0,0,270,1,0,6,4.8,9.298268082834472
2740,Carlos Sánchez,0,0,217,3,0,7,7.2,7.22513022507645
2741,Claudio Yacob,0,0,3315,3,7,76,72.2,98.57066616454722
2742,Scott McTominay,0,0,978,3,5,34,28.7,40.607136061922574
2743,Anthony Knockaert,2,1,1606,4,8,62,108.1,91.7588554478177
2744,Joleon Lescott,0,0,34,2,0,1,0.8,-0.08881872740192698
2745,Paulo Gazzaniga,0,0,90,1,1,9,2.7,-4.82633067365324
2746,Bryan Oviedo,0,0,170,2,0,4,3.0,4.6801925452572295
2747,Jack Cork,2,1,3600,3,13,106,125.6,146.0531461034932
2748,Wilfried Bony,2,0,677,5,3,29,49.0,39.917231057863944
2749,Michail Antonio,11,10,3640,4,14,191,298.3,328.1991218985019
2750,Tom Davies,4,5,3941,3,15,143,151.6,221.10484435430334
2751,Ainsley Maitland-Niles,1,0,1341,3,3,50,61.2,51.46899438906844
2752,Benik Afobe,6,5,1635,5,5,95,140.9,144.77469936827774
2753,Mathew Ryan,0,0,4500,1,13,196,123.1,109.54247261285133
2754,Sam Byram,0,0,264,2,1,7,9.6,7.697759909267845
2755,Molla Wagué,0,0,45,2,0,1,0.7,0.30710754470457413
2756,Matej Vydra,1,0,262,5,0,13,11.8,18.341058904656734
2757,Elias Kachunga,1,1,2108,4,7,66,79.1,89.96842673789622
2758,Edimilson Fernandes,0,0,316,3,1,11,11.9,12.281958473254242
2759,Charlie Adam,1,4,1896,3,8,69,133.8,110.26529667277794
2760,David Brooks,5,2,1346,4,5,76,104.5,108.17636186283869
2761,Jack Cork,3,3,6282,3,19,180,211.7,261.9045404484446
2762,Mile Jedinak,0,0,90,3,0,2,4.3,3.6168129796325523
2763,Gareth Barry,0,0,84,3,0,12,3.3,3.444000268143016
2764,Tammy Abraham,4,2,1390,5,4,65,83.4,96.66565865082346
2765,Ben Mee,1,2,3645,2,12,121,164.8,132.65832802714112
2766,Willy Caballero,0,0,270,1,1,11,5.5,4.1021210212309605
2767,Michel Vorm,0,0,236,1,1,9,5.5,2.4756498674031775
2768,Uwe Hünemeier,0,0,17,2,0,1,0.9,-0.7044232104882981
2769,Emre Can,3,1,1201,3,4,62,88.9,76.9831331259461
2770,Wilfred Ndidi,4,7,7557,3,21,223,331.0,361.5655252749196
2771,Jonathan Leko,0,1,118,4,0,12,7.6,11.312589352669724
2772,Jonjoe Kenny,0,2,1017,2,4,45,43.0,46.977350805788234
2773,Costel Pantilimon,0,0,58,1,0,2,4.1,-0.6307832275420351
2774,José Holebas,2,7,4116,2,9,122,214.3,199.665957276315
2775,James Collins,3,0,2072,2,8,89,96.1,91.73655820066648
2776,Charlie Daniels,1,1,1080,2,4,47,57.3,51.18598572502348
2777,Harrison Reed,0,0,58,3,0,2,1.0,2.692362438234074
2778,Ryan Fraser,1,2,367,4,1,26,23.7,34.89736984286173
2779,Ashley Young,2,9,3834,2,13,138,197.1,214.26911073303512
2780,Luis Hernández,0,0,327,2,0,3,12.0,9.877972012023257
2781,Bacary Sagna,0,1,347,2,1,14,8.6,17.372265258471113
2782,Artur Boruc,0,0,3150,1,9,120,82.4,77.72933431783694
2783,André Ayew,7,4,1705,4,6,107,121.1,152.67362801283667
2784,Granit Xhaka,7,14,8240,3,29,284,478.7,493.60150090724034
2785,Juan Mata,11,11,4592,4,30,261,427.4,385.8003529311366
2786,Max Gradel,0,0,95,4,0,4,7.3,5.140174356564486
2787,Kurt Zouma,0,1,970,2,1,38,30.7,37.567532648154454
2788,Mason Holgate,0,1,1462,2,5,57,54.8,53.05163055042845
2789,Ryan Bertrand,2,10,5642,2,20,232,260.8,271.8124008119119
2790,Andrew Robertson,1,8,3110,2,19,206,164.7,158.04004102363422
2791,Maarten Stekelenburg,0,0,1413,1,3,57,30.2,40.652902098101194
2792,Matteo Darmian,0,0,1528,2,10,79,34.2,52.460629764506535
2793,Kyle Naughton,1,1,4061,2,13,141,177.1,133.79929611231773
2794,Steve Cook,5,2,7624,2,19,241,334.7,313.3003045671663
2795,Aiden O'Neill,0,0,85,3,0,3,2.1,3.4728187609787913
2796,Wilfried Zaha,21,23,7541,4,24,374,647.4,661.5316031861689
2797,Paulo Gazzaniga,0,0,90,1,1,9,2.7,-4.82633067365324
2798,Jack Stephens,0,0,571,2,1,20,19.0,17.486317468818214
2799,Kyle Walker,0,2,297,2,2,33,16.1,20.949776242221848
2800,Jefferson Montero,0,1,380,4,0,18,31.5,19.894073778601523
2801,Manuel Lanzini,7,3,2348,4,7,121,183.0,166.64693642884714
2802,Divock Origi,7,4,1478,5,7,97,116.1,141.17391258014436
2803,Bruno Martins Indi,1,0,3634,2,11,111,113.9,111.03066201122232
2804,Aaron Cresswell,0,1,1721,2,4,50,57.5,58.690177279873524
2805,Ilkay Gündogan,3,1,872,3,3,51,72.4,65.73949290725997
2806,Bruno Saltor Grau,0,0,556,2,2,26,14.5,17.326141143197802
2807,Mathieu Debuchy,0,0,15,2,0,1,0.2,-0.7771470634456215
2808,Wayne Hennessey,0,0,3420,1,8,122,87.0,85.73623675908388
2809,Conor Coady,0,0,2070,2,5,59,39.2,58.54746395960282
2810,James Tarkowski,0,0,1648,2,7,69,75.2,52.489130874392615
2811,Danny Simpson,0,3,3078,2,9,91,79.4,114.05530703010456
2812,Robert Snodgrass,9,9,3829,4,6,188,319.5,281.3672838069831
2813,Dejan Lovren,5,3,5397,2,27,270,235.6,238.13806994368207
2814,Stephen Ward,2,2,5918,2,18,200,212.2,208.50253734641075
2815,Damien Delaney,0,0,396,2,1,13,11.8,12.052807593645898
2816,Jefferson Lerma,0,0,164,3,1,5,3.7,8.139734756104886
2817,Robert Huth,2,2,2926,2,9,88,124.9,122.37164638352883
2818,Roberto Pereyra,1,1,135,3,0,16,17.2,19.12461614486759
2819,Daryl Janmaat,5,3,4673,2,7,150,221.6,210.94211050821878
2820,Yohan Cabaye,4,7,3503,3,11,137,249.5,215.82690520476336
2821,Joel Ward,0,1,3147,2,6,79,95.8,95.08921921235613
2822,Ashley Barnes,15,3,3997,5,11,178,275.6,279.01453055326294
2823,Ola Aina,0,0,26,2,0,3,2.3,-0.37794896734728933
2824,Kevin Wimmer,0,0,762,2,1,13,13.5,23.06390173881524
2825,Beni Baningime,0,0,145,3,0,5,0.6,5.1904627505675105
2826,Eric Bailly,1,0,3606,2,21,173,106.3,125.03560097229291
2827,Erik Lamela,7,6,1763,4,9,124,195.9,178.39085995696948
2828,Kyle Walker-Peters,0,0,90,2,1,6,4.0,1.5536292617293235
2829,Sebastian Prödl,1,2,4336,2,10,109,143.1,147.05207045282344
2830,Leroy Sané,1,1,392,4,0,24,30.8,28.161087791001563
2831,Yoshinori Muto,1,0,459,5,1,20,25.2,24.896619111167862
2832,Tom Davies,4,5,4401,3,16,152,167.0,234.3875785905919
2833,Leonardo Ulloa,1,0,447,5,2,24,37.4,24.50420617322598
2834,Jamie Vardy,22,10,4701,5,12,269,338.9,396.6559356231313
2835,Mamadou Sakho,1,2,3453,2,14,161,108.9,133.13228803001815
2836,Alex Iwobi,3,5,1411,4,9,87,129.5,128.9831054102474
2837,Javier Hernández Balcázar,3,0,498,5,2,27,41.9,41.101535173049925
2838,Morgan Schneiderlin,1,0,2404,3,9,69,76.3,91.19851200589247
2839,Craig Cathcart,0,1,1927,2,4,66,53.2,63.77204430337113
2840,Kenneth Zohore,0,0,251,5,1,8,17.7,10.469716193126416
2841,Adama Traoré,1,1,874,4,1,43,75.8,45.23515725242253
2842,Michy Batshuayi,5,1,323,5,0,49,52.3,54.439200582234804
2843,Nathaniel Chalobah,0,1,89,3,0,12,6.6,8.748090784283129
2844,Vincent Kompany,4,1,2767,2,13,138,120.4,133.45244899681322
2845,Shinji Okazaki,2,0,615,5,2,27,33.4,37.44379308526202
2846,Gareth McAuley,6,1,3140,2,7,132,135.4,151.64163942987403
2847,Darren Randolph,0,0,1980,1,4,69,48.7,55.03204944127664
2848,Peter Crouch,2,1,466,5,1,39,42.4,39.75642235752954
2849,Dale Stephens,1,4,5094,3,14,140,169.2,205.0671354384727
2850,Brendan Galloway,0,0,180,2,1,9,7.4,4.793125078382779
2851,Arthur Masuaku,0,4,3109,2,9,108,127.7,123.9473520127492
2852,Terence Kongolo,0,0,957,2,2,30,32.0,28.88494397375368
2853,Jonathan Hogg,0,0,2908,3,8,66,85.4,87.71863091427505
2854,Christian Kabasele,4,0,3280,2,8,113,129.5,125.90412916713126
2855,Anthony Knockaert,1,1,1066,4,5,44,66.1,59.919481001000094
2856,Ederson Santana de Moraes,0,1,6075,1,32,298,104.4,120.90017207673174
2857,Ederson Santana de Moraes,0,0,2115,1,10,106,37.3,45.087454894673854
2858,Christian Atsu,2,4,2965,4,11,114,175.2,162.23266664966724
2859,Wesley Hoedt,0,0,360,2,1,12,10.9,10.888838408605679
2860,Kyle Naughton,1,1,3791,2,12,131,167.4,126.07652503155799
2861,Sandro Ramírez,0,0,275,5,1,10,9.8,11.278337682055458
2862,Steve Mandanda,0,0,810,1,0,19,18.2,30.839592104269343
2863,Sullay Kaikai,0,0,37,4,0,2,1.1,3.453229831347625
2864,Bakary Sako,3,0,609,4,1,44,55.6,46.91640344008625
2865,N'Golo Kanté,1,1,2958,3,13,81,112.7,125.4843989714688
2866,Dominic Solanke,0,0,42,5,0,3,4.8,3.2473827479981168
2867,Lewis Cook,0,2,432,3,1,17,21.8,27.11850996453609
2868,Sergio Agüero,12,2,1603,5,5,109,197.1,162.4512338818226
2869,Shane Duffy,2,4,3832,2,10,127,177.2,163.71680499447902
2870,Ainsley Maitland-Niles,1,0,1318,3,3,44,60.2,50.94070309307983
2871,Daniel Sturridge,2,4,547,5,1,38,64.0,64.5909803455613
2872,Henrikh Mkhitaryan,4,6,1675,4,13,110,166.6,164.09514465196236
2873,Ryan Bennett,1,0,1980,2,5,61,61.5,66.28018671579221
2874,Olivier Giroud,13,5,1296,5,4,125,173.6,169.91610142158208
2875,Philip Billing,0,0,654,3,3,21,18.0,26.524521994502223
2876,Ryan Bertrand,0,1,270,2,2,24,12.5,13.890782412561894
2877,Andy Carroll,9,3,2007,5,6,94,169.0,163.86596328331387
2878,Harry Arter,0,2,1393,3,5,40,53.3,63.94408390964503
2879,Simone Zaza,0,0,459,5,2,10,32.9,17.468418962864675
2880,Lewis Dunk,3,1,4609,2,13,146,205.7,165.6093285468448
2881,Glenn Whelan,0,0,336,3,0,10,12.2,10.539343182224037
2882,Adama Diakhaby,0,0,229,5,1,9,2.6,9.733320789319311
2883,Matteo Darmian,0,0,1866,2,12,99,45.0,64.03157152465786
2884,Simon Francis,0,4,6873,2,18,185,302.7,239.21560372431424
2885,Michael Carrick,0,0,1601,3,5,42,54.5,53.095222600929375
2886,Carl Jenkinson,0,0,82,2,0,2,2.1,1.6252841788874246
2887,Andreas Christensen,0,0,2067,2,8,79,64.3,63.85591535533902
2888,Alex McCarthy,0,0,990,1,2,28,14.3,29.528686794383987
2889,Jérémy Pied,0,0,129,2,0,5,6.3,3.2705166375465184
2890,Jonas Lössl,0,1,3420,1,10,135,87.8,94.36611353949601
2891,Bernard Anício Caldeira Duarte,0,4,897,4,4,45,54.7,65.6616800579186
2892,Craig Cathcart,0,1,1837,2,4,55,51.8,61.55695370754586
2893,Vincent Janssen,2,3,846,5,3,56,89.4,70.67652854924006
2894,Eric Dier,4,2,7144,3,36,223,286.8,303.6523903027174
2895,Jan Bednarek,1,0,427,2,2,22,13.1,22.39434540807286
2896,Romelu Lukaku,7,3,836,5,3,71,110.5,101.25892402834185
2897,Manolo Gabbiadini,9,1,1791,5,7,104,126.4,142.0713288669721
2898,Dwight McNeil,3,4,1417,4,5,73,104.2,108.3413740226608
2899,Rickie Lambert,0,0,13,5,0,1,5.5,2.213504727266674
2900,Craig Dawson,3,0,2916,2,6,99,134.0,106.82484104040326
2901,Nathan Aké,8,4,6427,2,16,239,290.5,295.00855029316523
2902,Troy Deeney,13,6,3887,5,8,173,277.6,290.88092746073494
2903,Sergio Rico,0,0,1890,1,2,55,60.4,58.06425225951163
2904,Erik Pieters,0,0,360,2,0,3,10.8,10.933853354784192
2905,Matty James,0,0,338,3,1,8,7.3,12.868916679841476
2906,Paul Robinson,0,0,270,1,0,5,6.6,9.298268082834472
2907,Tyrone Mings,0,0,641,2,0,4,21.4,19.5165824753156
2908,Molla Wagué,1,0,438,2,1,19,14.5,22.86895717918179
2909,Demarai Gray,8,8,4705,4,14,222,311.4,314.70523194700894
2910,Christian Fuchs,1,2,2023,2,4,60,97.8,86.04182195436104
2911,Shane Duffy,5,4,5839,2,16,203,284.8,251.30150315335317
2912,Stephen Ward,2,2,5918,2,18,200,212.2,208.50253734641075
2913,Eric Bailly,1,0,3058,2,20,162,94.2,104.44837034527905
2914,Aaron Mooy,1,1,270,3,3,21,22.8,29.929189254356046
2915,Theo Walcott,10,3,1962,4,8,125,184.6,185.39005553286432
2916,Chung-yong Lee,0,1,471,4,2,24,23.9,26.82809325758371
2917,Martín Montoya,0,0,900,2,0,12,30.4,26.98738562779537
2918,James Collins,3,0,2072,2,8,91,96.1,91.73655820066648
2919,Mathias Jorgensen,0,0,180,2,1,8,5.0,4.793125078382779
2920,Bryan Oviedo,0,0,475,2,1,9,12.0,14.549540171500457
2921,Claudio Bravo,0,0,1968,1,6,73,28.9,50.22283952780502
2922,Leroy Fer,6,2,2146,3,4,89,115.4,136.6970683250181
2923,Edimilson Fernandes,0,0,399,3,1,15,19.3,14.482836541651743
2924,Daniel Sturridge,7,6,1449,5,7,103,176.5,154.25325246657826
2925,Max Gradel,0,0,99,4,0,6,7.3,5.256705914242799
2926,Callum Hudson-Odoi,0,0,69,4,0,3,4.3,4.38338308403171
2927,Eric Bailly,0,0,630,2,2,31,18.0,19.590586346579904
2928,Karl Darlow,0,0,900,1,2,33,25.9,26.201650683187708
2929,Rajiv van La Parra,3,0,2388,4,7,83,120.7,104.96461656638016
2930,Danny Simpson,0,1,1749,2,5,45,46.0,60.30727366810673
2931,Cenk Tosun,7,2,1586,5,4,88,126.1,124.82226967609111
2932,Laurent Koscielny,0,0,180,2,1,19,6.8,4.793125078382779
2933,Andreas Pereira,1,1,517,4,1,26,24.8,33.85788157875717
2934,Sokratis Papastathopoulos,0,0,488,2,0,5,11.1,14.925888706715995
2935,Alfie Mawson,1,0,810,2,2,27,32.7,34.394123949740376
2936,Neil Etheridge,0,0,180,1,1,28,10.5,-0.26300420964686033
2937,Pedro Obiang,0,1,869,3,3,26,24.4,38.162327754326896
2938,Héctor Bellerín,3,13,6588,2,24,292,346.4,334.6224467127443
2939,Harvey Barnes,0,1,302,4,0,18,27.1,17.318505408142734
2940,Papy Djilobodji,0,0,1577,2,2,24,63.8,44.8686709397403
2941,Ademola Lookman,1,1,431,4,1,25,31.3,31.193106387569088
2942,Leroy Sané,2,2,662,4,1,44,49.4,52.73365538220002
2943,Maxime Le Marchand,0,0,689,2,0,8,23.0,20.924379582521585
2944,Danny Ings,1,0,192,5,0,18,29.2,15.696081586466782
2945,Manolo Gabbiadini,7,1,1230,5,6,70,96.4,107.90504970831023
2946,Sam McQueen,0,1,742,2,2,35,27.4,30.53703245783698
2947,Jordan Henderson,1,4,1333,3,3,56,87.3,81.73480481251472
2948,Antonio Valencia,1,3,2131,2,9,106,127.8,101.3564213944513
2949,Danny Rose,2,9,3511,2,16,174,214.3,205.08630788194355
2950,Ben Mee,1,2,2970,2,9,94,125.0,112.98550764157493
2951,Martín Montoya,0,1,1440,2,1,32,54.5,51.16969896440139
2952,Phil Jones,0,0,810,2,3,34,31.6,25.484249030705833
2953,Lewis Cook,0,4,3385,3,7,97,139.0,138.67663978306345
2954,Joe Ledley,1,1,1160,3,2,40,31.5,52.67716822412993
2955,Chris Wood,14,1,3115,5,15,178,219.3,237.03218381719822
2956,Michy Batshuayi,7,1,469,5,0,65,67.3,74.20395698551519
2957,Isaac Success,1,1,519,4,1,28,46.8,33.92004253174069
2958,Shane Duffy,0,1,1602,2,7,59,76.3,59.02636902371601
2959,Georginio Wijnaldum,3,3,1718,3,5,81,111.9,108.29229456359937
2960,Marcin Wasilewski,0,0,90,2,0,1,1.1,1.907595693344251
2961,Daryl Janmaat,5,3,4043,2,5,132,200.5,193.59940629835594
2962,Trent Alexander-Arnold,0,0,257,2,0,7,15.3,7.597705780709152
2963,Carl Jenkinson,0,0,82,2,0,2,2.1,1.6252841788874246
2964,David Marshall,0,0,1350,1,0,31,37.5,48.94360396100119
2965,Tom Heaton,0,0,3455,1,10,166,108.5,84.48960287591493
2966,Joel Ward,0,2,4631,2,9,113,143.8,150.40534381318287
2967,Ibrahim Afellay,0,0,546,3,0,21,16.6,16.311720614246937
2968,Daryl Janmaat,4,1,2199,2,2,72,110.0,110.52575070269083
2969,Nathan Redmond,8,4,4773,4,18,198,388.9,286.4929213314752
2970,Daniel Amartey,1,1,2618,3,8,79,81.2,100.7882933867725
2971,Cuco Martina,0,0,346,2,1,13,12.3,10.431517361494592
2972,Raheem Sterling,21,21,4018,4,16,296,438.0,485.37626261012
2973,Willian Borges Da Silva,8,4,1701,4,7,126,196.0,164.23318598407167
2974,Winston Reid,2,3,4013,2,14,143,147.1,164.6212050772324
2975,Nathan Dyer,0,1,192,4,0,10,14.2,13.72018499943836
2976,Sadio Mané,23,15,4268,4,22,300,458.9,513.7139513240772
2977,Shkodran Mustafi,7,3,5941,2,21,246,294.5,274.2289605817992
2978,Kepa Arrizabalaga,0,0,2340,1,11,103,44.5,50.547658505173686
2979,Jake Livermore,1,1,1868,3,3,54,86.9,73.16156765596784
2980,Chung-yong Lee,0,1,580,4,2,27,28.1,29.907528220204647
2981,Glenn Whelan,0,0,876,3,2,21,33.8,28.90343995588144
2982,Scott Dann,4,1,3186,2,3,93,163.0,137.91952213720253
2983,Tom Heaton,0,0,3455,1,10,157,108.5,84.48960287591493
2984,Nicolás Otamendi,5,2,5172,2,23,244,242.7,227.24847077966325
2985,Chris Smalling,6,1,4889,2,17,210,187.7,208.13125637890636
2986,Sergio Romero,0,0,270,1,3,30,10.3,-7.377428612206408
2987,Leon Britton,0,0,1432,3,8,41,22.8,61.239408649555074
2988,Theo Walcott,8,3,1341,4,5,90,142.0,139.7167633845341
2989,James McClean,1,3,1794,4,4,66,121.5,94.69959332685424
2990,Sergio Agüero,21,5,2486,5,9,186,333.5,287.87706948759444
2991,Ryan Bennett,1,0,2520,2,7,72,71.8,80.76865185808967
2992,Jan Kirchhoff,0,1,433,3,0,12,10.9,19.479873958632467
2993,Laurent Depoitre,6,3,2248,5,4,110,124.2,156.3460214398271
2994,Alexandre Lacazette,18,9,2732,5,12,188,316.3,311.06375055137704
2995,Ayoze Pérez,1,1,838,5,3,30,48.2,46.421170999873446
2996,David Ospina,0,0,143,1,0,2,2.9,3.468496193902652
2997,Tom Cleverley,0,2,871,3,0,30,37.9,40.030772852993216
2998,Carl Jenkinson,0,0,247,2,0,6,7.3,7.267224024149719
2999,Thibaut Courtois,0,0,270,1,1,10,2.7,4.1021210212309605
3000,Victor Wanyama,5,2,3996,3,15,142,200.6,201.1356875980814
3001,Odion Ighalo,1,1,654,5,1,25,42.9,40.597976106866405
3002,Philipp Wollscheid,0,0,180,2,0,1,5.0,5.0205368499859
3003,Connor Wickham,2,0,412,5,0,18,25.0,31.210035608089484
3004,Morgan Schneiderlin,1,0,893,3,4,33,34.6,44.32406403965215
3005,Henri Saivet,1,0,83,4,0,8,5.8,12.888472771902872
3006,Philippe Coutinho,5,6,1286,4,4,95,171.0,128.96809511890893
3007,Bernard Anício Caldeira Duarte,0,2,227,4,1,18,19.3,22.608139283590447
3008,Roberto Firmino,3,2,534,5,0,41,70.2,56.70338308859945
3009,Matthew Lowton,0,3,3330,2,9,96,139.2,119.69302114638087
3010,Brendan Galloway,0,0,247,2,1,9,7.5,7.118720130500094
3011,Chris Smalling,2,1,1772,2,7,88,68.8,82.68126387574942
3012,Jerome Sinclair,0,0,116,5,0,6,3.5,5.921597697952102
3013,Elias Kachunga,1,1,2319,4,7,70,86.5,95.19650230144553
3014,Jonas Olsson,0,0,590,2,1,8,12.0,18.056005147739484
3015,Mike van der Hoorn,1,0,540,2,1,15,20.6,26.11189342374968
3016,John Terry,0,0,270,2,1,10,9.2,7.901092436478159
3017,Ander Herrera,3,11,4992,3,23,201,304.1,323.4394166322448
3018,Neil Etheridge,0,0,2340,1,7,113,80.0,59.07967960711358
3019,Wayne Hennessey,0,0,3780,1,10,143,97.6,92.66344859775378
3020,Nacho Monreal,6,6,6024,2,23,276,268.3,302.033932717945
3021,Jonathan Hogg,0,0,1810,3,5,40,51.2,57.30664485032118
3022,Jonathan Walters,2,2,846,4,3,44,51.9,63.02407251047231
3023,N'Golo Kanté,2,2,5142,3,26,157,231.2,227.76384793334006
3024,Victor Wanyama,2,0,2480,3,11,72,119.7,110.10683247604565
3025,Abdelhamid Sabiri,0,1,187,4,1,9,12.2,15.815989214356378
