,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,ict,ict_pred
28639,Lewis Cook,0,3,1088,3,2,38,50.1,56.164491877267224
28640,James Morrison,4,1,988,3,3,64,54.2,79.07482570769928
28641,Lee Grant,0,0,1080,1,5,56,27.9,23.16198767525548
28642,Declan Rice,2,0,3897,3,8,123,124.5,141.5345525195549
28643,Christian Benteke,15,2,3802,5,8,151,315.1,264.0695736916406
28644,Lucas Digne,0,1,619,2,2,26,44.6,26.505168664131325
28645,Kevin De Bruyne,2,10,1129,4,2,87,146.5,122.81751584257454
28646,Davinson Sánchez,0,2,3145,2,16,143,100.2,119.14072657355042
28647,Bakary Sako,0,0,112,4,0,6,7.0,5.12871754866813
28648,Artur Boruc,0,0,4050,1,13,164,106.1,99.5113164248222
28649,Vicente Guaita,0,0,1574,1,7,79,35.9,36.11037439913602
28650,André Carrillo,1,3,1425,4,3,59,80.1,81.89555587881647
28651,Ryan Fraser,3,9,2034,4,7,108,135.0,175.08905684043128
28652,Anthony Knockaert,1,1,997,4,5,43,64.8,58.242371328340724
28653,Angelo Ogbonna,0,0,1665,2,4,43,50.4,48.89003596026366
28654,Michel Vorm,0,0,686,1,2,25,15.4,17.71284074426245
28655,Simone Zaza,0,0,429,5,2,9,28.8,16.943800567784507
28656,Martín Montoya,0,0,180,2,0,4,5.2,5.197366481080685
28657,David Jones,0,0,86,3,0,1,1.3,3.3858490482991
28658,Adam Lallana,8,8,3032,4,13,175,280.6,263.286015623514
28659,Phil Bardsley,0,0,1305,2,4,34,43.4,40.11774246979165
28660,Kyle Walker-Peters,0,5,472,2,3,40,34.4,44.86366062314696
28661,Ryan Bertrand,0,1,887,2,6,52,36.6,36.21967391557909
28662,Fernando Llorente,6,2,1113,5,2,64,115.6,100.8988196854409
28663,José Holebas,2,7,3855,2,9,119,199.2,193.33205770292938
28664,Kadeem Harris,1,1,355,3,1,23,26.0,28.119948006245856
28665,Jeff Hendrick,2,0,1616,3,5,48,52.9,73.3746773872939
28666,Shane Duffy,5,4,5749,2,16,202,281.0,248.66218476795558
28667,Shane Long,1,0,547,5,1,23,42.6,29.220859037120093
28668,Charlie Austin,13,2,2299,5,13,144,226.7,209.14259525705228
28669,Adama Diakhaby,0,0,230,5,1,9,5.0,9.739731669301825
28670,Jeffrey Schlupp,0,2,1415,3,3,52,52.5,60.11731704003974
28671,Danny Williams,0,0,1115,3,0,28,27.0,34.18064581960891
28672,Paulo Gazzaniga,0,0,90,1,1,9,2.7,-4.119651881365909
28673,Antonio Valencia,1,3,2483,2,12,120,140.6,113.72961662481606
28674,Leon Britton,0,0,1432,3,8,41,22.8,60.26482932631582
28675,Jesse Lingard,1,2,933,4,5,47,96.7,63.61731130388905
28676,Kyle Naughton,0,0,450,2,1,11,27.0,13.943192592741966
28677,Ramadan Sobhi,0,2,855,4,5,36,38.5,53.12045339750007
28678,Ander Herrera,1,6,2465,3,13,97,159.2,157.75134104100624
28679,Memphis Depay,0,0,2,5,0,1,0.2,1.343849211786047
28680,Cyrus Christie,0,0,672,2,0,9,34.1,20.606671121062192
28681,Mikel Merino,1,0,598,3,2,24,32.3,31.461777610975524
28682,Jairo Riedewald,0,0,435,2,2,23,10.6,13.792458848040834
28683,Isaac Hayden,1,0,883,3,2,26,41.7,38.91000432702668
28684,Thibaut Courtois,0,0,4050,1,19,181,68.5,95.00262171261515
28685,Marten de Roon,2,0,1398,3,4,47,42.7,65.74592665114882
28686,Sead Kolasinac,1,4,1423,2,7,78,85.8,84.1330447944495
28687,Tom Davies,2,3,1634,3,9,67,71.4,107.37358393477125
28688,Robert Huth,0,1,1256,2,3,29,42.8,46.07552037719328
28689,Elias Kachunga,1,1,1253,4,6,44,53.8,68.05359024699699
28690,Ashley Williams,2,3,4990,2,18,183,202.8,195.52123005333317
28691,Dusan Tadic,5,8,3507,4,18,160,337.9,276.2841602830852
28692,Moussa Sissoko,0,3,756,3,4,40,53.2,49.66786967690334
28693,Davide Zappacosta,0,0,16,2,0,1,0.4,-0.4158303439583335
28694,Alireza Jahanbakhsh,0,0,437,4,3,15,17.5,21.76008805606169
28695,Marcus Rashford,5,2,1560,5,7,73,139.4,113.58572264782161
28696,Fabio Henrique Tavares,1,2,1738,3,9,59,79.4,94.28935702745278
28697,David de Gea,0,0,1710,1,6,71,30.5,43.12677105260551
28698,John Stones,0,0,3601,2,14,150,122.4,110.4582165799565
28699,Hamza Choudhury,0,0,7,3,0,1,0.2,1.0313877948924963
28700,Jan Vertonghen,0,0,1928,2,10,81,74.3,64.76411304019648
28701,Florian Lejeune,0,2,2373,2,6,77,86.9,86.03135286474236
28702,Jon Flanagan,0,0,360,2,1,9,8.0,11.107156398288119
28703,Matty James,0,0,338,3,1,8,7.3,12.688384266436383
28704,Lewis Cook,0,4,3385,3,7,97,139.0,140.00745577044887
28705,Adam Federici,0,0,180,1,1,8,3.5,0.1354903233482112
28706,Ben Davies,0,0,298,2,1,11,18.1,9.102343116282267
28707,Toby Alderweireld,1,0,4848,2,24,207,182.3,163.70451291763072
28708,Kasey Palmer,0,0,123,4,1,3,6.1,7.557745213234115
28709,Oleksandr Zinchenko,0,0,620,2,4,20,37.7,20.608471603046354
28710,Joe Bryan,0,0,315,2,0,5,15.2,9.602644568902743
28711,Mamadou Sakho,1,2,4699,2,19,204,143.4,172.5356659453526
28712,Davy Pröpper,0,3,2325,3,8,70,78.9,103.49520392327493
28713,Jake Livermore,1,1,2228,3,3,62,97.1,86.65640449631937
28714,Jerome Sinclair,0,0,116,5,0,6,3.5,5.806119851117806
28715,Cédric Soares,0,3,3763,2,15,141,195.0,141.7566595489618
28716,Jose Luis Mato Sanmartín,4,1,1559,5,5,62,100.9,95.64700531743827
28717,Elias Kachunga,1,1,1480,4,6,50,57.8,73.74702088880927
28718,José Holebas,2,5,3265,2,9,103,167.7,158.7833069178606
28719,Laurent Koscielny,3,1,4506,2,19,208,185.6,178.62513393689176
28720,Christian Atsu,2,4,2983,4,11,116,177.4,165.25002112810472
28721,Victor Wanyama,2,0,2742,3,12,86,131.6,119.9597985475407
28722,Callum Paterson,4,1,1397,3,3,65,87.1,90.20419820493353
28723,Tom Cleverley,0,2,1040,3,0,34,42.8,46.45947247812997
28724,David de Gea,0,0,1980,1,7,82,35.4,49.73486256076392
28725,Ander Herrera,0,2,1187,3,5,40,73.1,58.62404515227878
28726,Robert Kenedy Nunes do Nascimento,3,2,1614,3,9,74,95.0,108.60772271821908
28727,Saido Berahino,0,1,1403,5,6,44,61.3,61.306159142985535
28728,Michel Vorm,0,0,236,1,1,9,5.5,2.696237372471007
28729,Leon Balogun,1,0,591,2,0,15,16.2,27.155458814802813
28730,Phil Foden,0,1,76,3,0,11,13.7,8.150627955544454
28731,Ron-Robert Zieler,0,0,754,1,1,17,13.9,23.72256764246346
28732,Gareth Barry,3,3,4030,3,11,124,197.0,182.50471360962217
28733,Jamie Vardy,28,10,5419,5,14,310,394.8,440.87721211070743
28734,Fabio Borini,0,0,153,4,1,4,3.5,8.435718609743871
28735,Roberto Firmino,25,19,5339,5,24,345,630.2,594.2871775861527
28736,Danny Rose,2,4,2148,2,10,103,128.2,118.74063285380578
28737,Pedro Rodríguez Ledesma,13,12,3643,4,23,243,321.9,369.86743767131384
28738,Abdelhamid Sabiri,0,1,217,4,1,10,12.4,16.009191564464302
28739,Steven Pienaar,0,0,690,4,2,14,25.9,26.075120417991684
28740,Simon Mignolet,0,0,4230,1,16,177,74.0,104.62530772475348
28741,Wilfried Zaha,6,11,2421,4,6,133,187.5,219.9597772613668
28742,Alex Iwobi,9,16,4875,4,21,259,426.0,452.3945496448018
28743,Florin Andone,0,0,40,5,0,3,0.5,2.8173516757230246
28744,Sergio Agüero,5,0,474,5,0,39,68.6,57.732573140070244
28745,Florent Hadergjonaj,0,1,2688,2,7,82,116.6,85.15641888252748
28746,Grzegorz Krychowiak,0,3,1479,3,3,51,53.8,69.69242190060355
28747,Daryl Janmaat,1,1,1036,2,1,39,52.3,48.670026899179234
28748,Beni Baningime,0,0,145,3,0,5,0.6,5.125168802032036
28749,Matt Ritchie,3,8,3029,3,10,124,202.6,199.95829883045286
28750,Leighton Baines,4,6,3918,2,12,183,192.9,208.47532760408285
28751,James Tomkins,4,0,3106,2,10,119,108.5,125.52449465534424
28752,Kristoffer Nordfeldt,0,0,90,1,0,3,2.5,0.5800797506000333
28753,Laurent Koscielny,1,0,270,2,1,21,14.1,16.750255890041053
28754,Jordon Ibe,2,7,3687,4,7,144,253.3,216.96956561688677
28755,Tom Davies,2,3,1114,3,7,54,57.1,85.77111475007177
28756,Dale Stephens,0,3,4294,3,13,118,133.6,161.75101200549324
28757,Matteo Darmian,0,0,642,2,4,33,17.7,21.330214296470785
28758,Sandro Ramírez,0,0,230,5,1,10,9.1,9.739731669301825
28759,Kieran Trippier,1,17,4035,2,19,258,260.0,277.40124230360647
28760,Sam Byram,0,1,1495,2,3,34,53.9,52.61963238968835
28761,Rolando Aarons,0,0,136,4,0,5,4.6,5.882486671132321
28762,Roberto Pereyra,10,6,3092,3,5,156,212.7,239.74918279843814
28763,Ross Barkley,4,9,2273,3,9,117,227.1,190.3131902343688
28764,Lucas Digne,0,1,979,2,4,43,69.9,38.681756626808074
28765,Shkodran Mustafi,2,2,2724,2,12,116,137.0,121.49584182500986
28766,Cyrus Christie,0,0,402,2,0,5,23.8,12.357428187325361
28767,Winston Reid,2,3,4039,2,14,144,147.6,165.53373156854246
28768,Marcos Alonso,1,2,756,2,6,60,50.9,44.328765525028125
28769,Erik Lamela,1,1,595,4,4,28,62.2,44.12371163136976
28770,Kyle Walker,0,6,2521,2,13,139,133.1,129.00724664446363
28771,Miguel Almirón,0,0,177,4,2,9,23.3,11.775188082449926
28772,Jordan Henderson,2,5,5515,3,27,184,255.6,272.6060592123805
28773,Jordon Ibe,2,7,3403,4,7,139,242.6,203.162101694912
28774,Jeff Hendrick,4,2,3469,3,14,116,122.0,179.960549967674
28775,Mamadou Sakho,1,1,1833,2,7,86,63.5,74.34417279500506
28776,James McClean,1,3,1929,4,5,71,127.9,101.4727695462364
28777,Christian Eriksen,14,27,5117,4,27,342,598.1,598.2359323600009
28778,Ryan Fredericks,0,0,90,2,0,0,0.8,2.1562753563359234
28779,Aaron Cresswell,1,10,6592,2,16,211,283.8,271.97545652423355
28780,Andre Gray,8,3,2200,5,8,114,160.8,167.06083336286696
28781,Danny Williams,0,0,1198,3,1,32,27.6,36.676822990988306
28782,Timothy Fosu-Mensah,0,0,534,2,1,17,13.4,16.519635801210224
28783,Roberto Firmino,22,17,4925,5,21,321,567.1,525.0735164333769
28784,Billy Jones,0,0,1910,2,4,40,91.4,54.7604634445818
28785,Cédric Soares,0,3,4229,2,15,148,207.4,150.90338204107758
28786,Martin Cranie,0,0,179,2,0,2,4.7,5.164065343629659
28787,Daryl Janmaat,1,1,602,2,0,23,33.2,35.44882717152524
28788,Ben Woodburn,0,0,86,4,0,5,5.4,4.314192055602408
28789,Gerard Deulofeu,7,5,1813,4,9,116,145.2,174.79564816770352
28790,Héctor Bellerín,3,11,6273,2,24,286,329.5,317.0136473336232
28791,Marc Pugh,2,3,1970,4,9,85,118.7,122.38669985020731
28792,DeAndre Yedlin,0,0,450,2,1,16,9.8,13.943192592741966
28793,Fabio Henrique Tavares,0,0,201,3,0,7,7.4,6.764121974377552
28794,Aaron Lennon,0,1,516,4,2,23,25.6,27.604974316687574
28795,Dwight Gayle,3,1,1040,5,1,48,74.3,72.53476635676141
28796,Harrison Reed,0,0,64,3,0,3,1.3,2.733371221954119
28797,Beni Baningime,0,0,145,3,0,5,0.6,5.125168802032036
28798,Andy Carroll,10,3,2508,5,6,117,203.8,190.24603812882424
28799,Alex Pritchard,1,2,1120,4,3,46,73.7,63.96023998636339
28800,Aaron Cresswell,0,1,1649,2,4,45,54.5,57.24479537722583
28801,Asmir Begovic,0,0,4320,1,10,151,97.5,107.48583968511343
28802,Martin Kelly,0,2,2173,2,2,46,65.0,83.16366494837335
28803,Daryl Janmaat,5,3,3953,2,5,129,196.8,192.8537737444277
28804,Patrick Bamford,0,0,23,5,0,3,0.9,2.1565163596154484
28805,Gary Cahill,6,0,5378,2,26,252,198.7,221.3031015075817
28806,David Brooks,3,0,813,4,4,45,64.9,61.66231250346159
28807,Jeffrey Schlupp,0,0,95,3,0,3,4.5,3.6521230862625167
28808,Simone Zaza,0,0,459,5,2,10,32.9,18.00100343883181
28809,Tom Carroll,1,2,1209,3,4,50,55.3,65.84898273657713
28810,Alexandre Lacazette,20,11,3252,5,12,219,367.6,346.9425277451865
28811,Tyrone Mings,0,0,707,2,0,7,26.1,21.653371865174424
28812,Oliver McBurnie,0,0,5,5,0,2,0.2,1.459701710833814
28813,Oscar dos Santos Emboaba Junior,0,1,455,4,1,17,42.2,23.656556807582593
28814,Tom Davies,2,5,2490,3,12,93,95.7,156.55316982274746
28815,Chris Löwe,0,0,1585,2,7,61,43.0,51.53054346230054
28816,Martin Kelly,0,2,2173,2,2,46,65.0,83.16366494837335
28817,Trent Alexander-Arnold,2,9,3758,2,20,230,241.9,207.8361762553094
28818,Joey Barton,1,2,396,3,1,23,20.1,34.926589761839885
28819,Charlie Taylor,0,0,49,2,0,6,0.4,0.7396265853397015
28820,Adam Federici,0,0,180,1,1,8,3.5,0.1354903233482112
28821,Bruno Saltor Grau,0,1,2882,2,14,128,82.3,102.6851131310796
28822,Scott Dann,4,1,3186,2,3,93,163.0,140.33651392435996
28823,Juninho Bacuna,1,0,1165,3,0,35,56.4,45.29519026352361
28824,Jake Livermore,1,1,1411,3,2,41,63.9,60.723398730036735
28825,Gaëtan Bong,0,0,1967,2,5,62,47.7,57.116895954914945
28826,Steven Davis,3,5,4164,3,14,149,221.5,213.31049153368696
28827,Pierre-Emerick Aubameyang,24,9,2696,5,8,221,297.5,323.9753150857269
28828,Kyle Walker-Peters,0,0,98,2,1,7,4.4,2.304405664182317
28829,Simon Mignolet,0,0,3510,1,13,151,62.6,86.54326587751517
28830,Bakary Sako,0,0,277,4,0,14,15.9,10.358949290498337
28831,Ashley Westwood,0,8,3667,3,8,131,164.0,185.01203871526297
28832,Vincent Kompany,0,0,78,2,0,3,1.8,1.743761856311803
28833,Aaron Mooy,4,3,3786,3,11,131,232.8,186.04540826994656
28834,Oliver McBurnie,0,1,279,5,0,21,20.5,19.897688304102992
28835,Kasey Palmer,0,0,168,4,1,4,7.2,8.874882959694217
28836,Andrew Surman,0,1,1575,3,3,41,49.3,56.8552050483496
28837,Daryl Janmaat,5,3,3953,2,5,129,196.8,192.8537737444277
28838,Sam Byram,0,1,1495,2,3,34,53.9,52.61963238968835
28839,Rickie Lambert,0,0,13,5,0,1,5.5,1.76903516838739
28840,Will Keane,0,0,280,5,1,8,8.3,11.597411855823584
28841,Steve Cook,3,0,4449,2,13,150,201.7,152.93905873870926
28842,Joe Ralls,0,0,450,3,2,13,23.4,18.12949749587351
28843,Matthew Lowton,0,5,5535,2,17,185,223.2,197.35152813829075
28844,Danny Rose,2,6,2592,2,11,130,158.1,150.61456604768773
28845,Tom Cairney,1,1,2098,3,5,71,107.0,83.39722922887069
28846,Matt Ritchie,5,13,5459,3,18,215,380.5,353.6232771034423
28847,Jonjoe Kenny,0,3,2305,2,6,70,86.1,93.53005464983782
28848,Claudio Yacob,0,0,2508,3,5,57,51.4,76.52912888327197
28849,Ramadan Sobhi,0,3,1371,4,6,55,59.2,78.83047316582808
28850,Eric Bailly,0,0,1008,2,4,48,32.9,32.30412611351421
28851,Nathan Aké,6,4,4726,2,10,179,213.2,225.61612206681536
28852,Henrikh Mkhitaryan,0,0,107,4,0,4,10.3,4.971919534849036
28853,Islam Slimani,7,4,1281,5,5,83,111.3,128.65915778027335
28854,Connor Goldson,0,0,90,2,1,5,8.7,2.020846625863012
28855,Davy Klaassen,0,0,187,4,0,5,4.8,7.491278030246724
28856,Daniel Amartey,1,1,2798,3,8,81,87.0,106.65745444771014
28857,Anthony Knockaert,0,0,287,4,1,11,18.2,12.369734037379885
28858,Mauro Zárate,0,1,204,5,0,8,14.3,16.655965249478427
28859,Ashley Williams,2,3,4990,2,18,183,202.8,195.52123005333317
28860,Wilfred Ndidi,2,6,3111,3,8,107,138.6,169.50704038978176
28861,Sadio Mané,3,1,447,4,0,31,52.4,48.40846370322122
28862,Fabio Pereira da Silva,0,0,430,2,1,17,15.1,13.320085903073931
28863,Conor Coady,0,0,1170,2,4,38,22.9,36.65810192045008
28864,Yannick Bolasie,1,4,1048,4,3,45,81.8,75.90329773288188
28865,Cristhian Stuani,4,0,1126,5,3,50,74.9,72.1896471996918
28866,Javier Hernández Balcázar,0,0,90,5,0,15,1.6,4.777090645875983
28867,Kyle Walker-Peters,0,0,98,2,1,7,4.4,2.304405664182317
28868,Dimitri Payet,2,8,1513,4,4,81,202.6,131.58379202033268
28869,Matthew Lowton,0,5,5175,2,16,172,208.9,188.2596795654996
28870,Dejan Lovren,2,1,2734,2,12,113,114.3,113.25049505445435
28871,Lukasz Fabianski,0,0,2070,1,3,63,46.9,59.74389240138699
28872,Adama Diomande,1,0,456,5,2,19,20.9,25.25727160746513
28873,Lee Cattermole,0,0,175,3,0,3,2.6,6.004448301691388
28874,Jesús Navas,0,1,201,2,0,14,16.0,12.507115517577187
28875,Seamus Coleman,4,4,2316,2,10,133,120.3,142.27327358634648
28876,Gareth Barry,3,3,3646,3,11,118,188.6,172.71402761843814
28877,Wilfred Ndidi,2,3,1611,3,4,64,78.5,94.02913275118556
28878,Matt Phillips,0,2,601,4,2,25,31.5,36.78786499573191
28879,Mesut Özil,5,4,1426,4,4,90,159.5,123.4852516423254
28880,Jérémy Pied,0,0,12,2,0,1,3.4,-0.5568378137492598
28881,Eric Dier,2,0,4379,3,22,130,176.6,183.89442037537344
28882,Tyrone Mings,0,0,91,2,0,1,2.4,2.1905738390011464
28883,Cenk Tosun,5,0,984,5,4,60,75.6,74.97405482147052
28884,James Ward-Prowse,4,6,2571,3,10,120,207.3,179.67000926322737
28885,Lee Grant,0,0,270,1,1,19,8.1,4.219847742758876
28886,Joel Ward,1,2,5311,2,11,138,172.2,182.64166597643003
28887,Mathieu Flamini,0,0,20,3,0,2,2.0,1.4211123132213643
28888,Wayne Hennessey,0,0,5940,1,17,234,149.7,149.587355865576
28889,Chris Löwe,0,2,2504,2,8,90,84.9,91.63326521762644
28890,Wayne Rooney,9,5,2296,5,7,118,225.8,191.46633686168337
28891,Andrew Robertson,1,8,2930,2,17,189,156.6,160.29032736816578
28892,Victor Moses,3,5,3436,4,23,160,218.7,223.39137757569233
28893,Ciaran Clark,3,1,2230,2,5,80,86.2,99.77071582706095
28894,Adam Lallana,8,7,2703,4,12,158,256.0,239.57471884454242
28895,Geoff Cameron,0,0,180,3,0,2,8.2,6.15070090336463
28896,Terence Kongolo,1,0,2718,2,5,71,88.3,84.38338067208836
28897,Cenk Tosun,2,0,331,5,1,36,29.5,28.22151498809611
28898,Danny Welbeck,5,3,1256,5,6,70,105.4,109.56327979193192
28899,Sandro Ramírez,0,0,275,5,1,10,9.8,11.410561854762342
28900,Will Hughes,3,4,2175,3,8,93,124.7,136.85993829270012
28901,Jonas Lössl,0,1,2070,1,7,86,52.2,62.63164925957945
28902,Patrick van Aanholt,5,1,2588,2,5,100,164.3,126.1107563100744
28903,Eric Bailly,1,0,2778,2,19,151,89.5,87.93481816294143
28904,Steven Davis,3,6,4255,3,14,157,229.6,224.82498106492403
28905,Glenn Whelan,0,0,1195,3,3,30,43.7,39.32912954265289
28906,Riyad Mahrez,3,3,1438,4,4,65,114.5,100.37408989570334
28907,Ederson Santana de Moraes,0,1,6345,1,34,319,110.5,104.87017761515436
28908,Tiemoué Bakayoko,2,2,1075,3,4,52,62.6,71.38246047234718
28909,Maya Yoshida,3,2,5008,2,15,179,201.6,189.5423416450422
28910,Chris Wood,10,1,1925,5,11,114,143.0,161.95642734249134
28911,Odion Ighalo,1,1,1291,5,2,39,70.0,68.2315038286582
28912,Laurent Koscielny,2,1,3535,2,13,152,140.1,133.90329097229585
28913,Lewis Grabban,0,1,60,5,0,6,5.3,10.592793553221892
28914,Jesse Lingard,0,2,651,4,4,28,68.4,43.88858116069739
28915,Marouane Fellaini,0,0,270,3,2,8,11.6,13.236521449698
28916,Robert Kenedy Nunes do Nascimento,0,0,90,3,0,3,6.0,3.504238251863452
28917,Claudio Bravo,0,0,2012,1,6,74,29.2,52.25764043027799
28918,Jan Kirchhoff,0,1,433,3,0,12,10.9,19.558277670381166
28919,Trent Alexander-Arnold,2,5,3255,2,18,203,193.1,159.42542000362238
28920,Ruben Loftus-Cheek,3,5,1999,3,7,93,140.2,136.9531810098448
28921,Marcus Rashford,3,0,728,5,2,30,62.7,50.26829126232343
28922,Ethan Ampadu,0,0,10,2,0,1,0.7,-0.6274199288613609
28923,Roberto Pereyra,13,10,4968,3,10,237,305.6,361.8523483248754
28924,Kyle Walker,0,6,2084,2,11,124,116.0,113.30303499908835
28925,Alex Iwobi,2,5,1033,4,8,78,109.3,105.04797608942035
28926,Tom Cleverley,1,4,2721,3,6,89,122.0,128.1484044553493
28927,Eliaquim Mangala,0,0,380,2,1,14,8.9,11.744687360797194
28928,Patrick van Aanholt,10,3,5130,2,13,218,291.9,258.9538528928962
28929,Paul Pogba,0,0,180,3,2,8,12.5,10.696143274111531
28930,Wayne Hennessey,0,0,6615,1,19,258,160.5,172.07716513679986
28931,Davide Zappacosta,1,1,877,2,5,54,64.2,43.93985932815993
28932,John Stones,0,0,3691,2,15,156,125.0,114.93945755457769
28933,James McArthur,5,2,1159,3,1,66,68.0,97.90814560804539
28934,Charlie Daniels,5,4,4590,2,14,191,217.2,217.07398775746174
28935,Nathaniel Chalobah,0,0,451,3,3,14,20.1,20.854159583142476
28936,Josh Tymon,0,0,157,2,0,9,3.7,4.428747286906081
28937,Harry Maguire,2,4,3510,2,9,123,170.2,154.90604195540067
28938,Chris Mepham,0,0,11,2,0,4,0.3,-0.5921223269690676
28939,Elias Kachunga,1,1,1676,4,6,56,66.3,78.75629495422183
28940,Kenneth Zohore,1,1,528,5,1,25,43.4,36.06405466706313
28941,Alex Pritchard,2,2,2991,4,10,109,189.4,142.01921691072
28942,David Marshall,0,0,630,1,0,16,19.0,22.71410592831152
28943,Jairo Riedewald,0,0,435,2,2,23,10.6,13.792458848040834
28944,Nacer Chadli,4,2,860,4,3,60,64.9,81.48219936270816
28945,Hélder Costa,0,0,1007,4,4,30,42.1,39.19668038822242
28946,Jeff Hendrick,5,5,6266,3,20,211,225.4,307.3538286760704
28947,Ainsley Maitland-Niles,0,0,2,3,0,1,0.2,0.8812352992385861
28948,Will Hughes,2,2,400,3,2,39,37.7,45.93886563181883
28949,Nicolás Otamendi,5,2,5262,2,23,245,245.4,232.24115655170203
28950,Terence Kongolo,1,1,3493,2,6,85,117.8,116.82997151972522
28951,Mohamed Elneny,0,2,1515,3,6,48,71.3,70.0217961876683
28952,Danny Welbeck,5,3,1208,5,6,66,101.5,107.82573182207972
28953,Phil Foden,0,0,7,3,0,1,0.1,1.0313877948924963
28954,Aaron Wan-Bissaka,0,1,1871,2,7,65,78.4,66.52761486580332
28955,Marcos Alonso,6,5,2513,2,14,175,150.0,167.06671486651186
28956,Tom Cleverley,0,2,781,3,0,28,35.4,37.419006528011494
28957,Philipp Wollscheid,0,0,180,2,0,1,5.0,5.197366481080685
28958,Ederson Santana de Moraes,0,1,5265,1,26,255,94.8,122.07712170845672
28959,Nampalys Mendy,0,0,449,3,2,12,7.4,18.102884077748122
28960,Tim Ream,0,0,554,2,1,13,10.7,17.124059445973973
28961,Petr Cech,0,0,2737,1,10,121,71.5,67.80414466455026
28962,Simone Zaza,0,0,211,5,0,4,12.3,9.628977061648694
28963,Georginio Wijnaldum,8,12,6347,3,32,276,348.3,442.62931337616817
28964,Eden Hazard,35,21,6454,4,34,500,843.0,779.8739929353428
28965,Domingos Quina,1,0,334,3,0,17,13.1,20.185353220744492
28966,Álvaro Negredo,3,3,1156,5,4,56,82.3,90.17839611979353
28967,Mark Noble,7,1,5025,3,15,166,204.4,238.67981947489022
28968,Aaron Mooy,6,4,5024,3,13,182,333.4,253.7248241622665
28969,Leroy Fer,6,0,1080,3,2,60,78.2,92.14717606770698
28970,Adam Forshaw,0,2,2127,3,7,64,81.6,87.45849277144843
28971,Edimilson Fernandes,0,2,1773,3,5,62,65.2,73.64695737764272
28972,Jack Simpson,0,0,153,2,0,3,2.5,4.294492480961729
28973,Jérémy Pied,0,1,309,2,0,12,16.3,16.37066708409918
28974,Daryl Janmaat,1,1,792,2,0,31,41.9,41.68857941725765
28975,Lukas Jutkiewicz,0,0,13,5,0,2,0.3,1.76903516838739
28976,Ilkay Gündogan,3,1,704,3,3,41,59.6,61.41457570569615
28977,Andy Carroll,10,3,2508,5,6,117,203.8,190.24603812882424
28978,Christian Eriksen,5,5,1395,4,6,98,170.8,134.3425909524418
28979,Sam Byram,0,1,1495,2,3,34,53.9,52.61963238968835
28980,Lucas Torreira,0,1,434,3,2,16,14.2,23.336352194394475
28981,Phil Bardsley,0,0,1747,2,6,48,59.1,53.71679727642784
28982,Thibaut Courtois,0,0,2700,1,13,119,43.9,61.48828538500088
28983,Joel Ward,0,1,1887,2,1,38,61.3,66.10437449756847
28984,Andy Carroll,6,0,889,5,3,51,81.4,79.38968658600804
28985,Chris Smalling,6,1,4889,2,17,216,187.7,209.79594339773848
28986,Ashley Young,4,10,5592,2,17,196,293.8,290.7491653146733
28987,Xherdan Shaqiri,3,0,446,4,3,33,47.3,49.007874791508414
28988,Beni Baningime,0,0,192,3,0,7,1.3,6.501388709384377
28989,Loïc Damour,0,0,21,3,0,2,0.9,1.4510515920290104
28990,Jordan Pickford,0,0,900,1,1,36,32.5,28.958050015403657
28991,Francis Coquelin,0,1,1191,3,3,34,44.5,46.49798704773637
28992,Aaron Mooy,4,2,1978,3,7,84,136.7,122.28964334763141
28993,Álvaro Negredo,1,2,531,5,1,29,29.9,43.756287624629834
28994,Ruben Loftus-Cheek,5,5,2362,3,7,126,175.5,166.41256466218465
28995,Virgil van Dijk,0,0,540,2,2,25,22.4,17.094661034121874
28996,Diogo Jota,2,3,1030,4,4,48,67.5,78.78229964384995
28997,Ashley Fletcher,0,0,322,5,0,13,18.6,14.234313580527928
28998,Mikel Merino,1,1,1245,3,3,46,69.0,57.46333223277183
28999,Sam Byram,0,1,1495,2,3,34,53.9,52.61963238968835
29000,Matty James,0,0,991,3,4,26,31.4,37.18293314772649
29001,Marko Grujic,0,0,30,3,0,2,2.9,1.7202562157056889
29002,Ben Watson,0,0,55,3,0,2,1.0,2.465771527438058
29003,Erik Durm,0,0,284,2,0,7,11.3,8.606075487965462
29004,Christian Eriksen,8,17,2979,4,16,209,364.1,340.8324772383413
29005,Aleksandar Kolarov,1,1,1635,2,4,53,75.2,65.96807554846738
29006,Chancel Mbemba,0,0,408,2,1,15,14.6,12.630079208494642
29007,David Silva,0,2,693,4,1,27,76.4,38.278615927181654
29008,Troy Deeney,23,11,7050,5,17,317,523.0,502.87583167354205
29009,Emerson Palmieri dos Santos,0,1,278,2,1,14,13.8,14.838474199961272
29010,Rob Holding,0,1,1629,2,7,59,59.7,60.279880686502494
29011,Florent Hadergjonaj,0,1,3328,2,8,99,147.1,101.10151645479061
29012,Willian Borges Da Silva,8,5,2104,4,10,142,222.9,196.3348343151959
29013,Andreas Pereira,0,0,156,4,0,4,5.4,6.512176393412908
29014,Ruben Loftus-Cheek,3,5,1999,3,7,93,140.2,136.9531810098448
29015,Artur Boruc,0,0,3150,1,9,120,82.4,78.77893609552139
29016,Ramiro Funes Mori,0,1,1543,2,7,69,54.0,57.89756220373128
29017,Ben Gibson,1,0,2340,2,8,90,79.0,79.36684490337271
