,GW,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,fpl_pred
415,30,Kyle Bartley,0,0,165,2,0,4,1.3027954508850108
416,29,Olivier Giroud,9,4,804,5,3,86,73.8356268898892
417,14,Ryan Shawcross,0,2,1080,2,2,31,33.76244364128831
418,29,Tom Cleverley,0,2,1130,3,1,34,34.778849504332484
419,29,Ademola Lookman,1,1,340,4,1,21,22.221672827384836
420,27,Costel Pantilimon,0,0,83,1,0,2,-1.1484322631191146
421,45,Virgil van Dijk,1,0,1945,2,7,77,74.75975764789358
422,36,Anthony Martial,4,6,1419,4,8,91,86.29651973036502
423,8,Isaac Success,1,0,191,4,1,12,13.911376320854837
424,96,Jack Stephens,2,1,4227,2,14,140,152.16139017191037
425,28,Sean Longstaff,1,1,686,3,3,26,31.417440760322563
426,60,James McClean,2,3,2174,4,5,80,77.7457504784483
427,55,Kyle Walker-Peters,0,2,200,2,1,14,13.839475029318162
428,13,Ashley Westwood,0,0,384,3,1,10,11.013425169089832
429,43,Marko Grujic,0,0,49,3,0,5,1.3436519525250112
430,30,Connor Wickham,2,0,412,5,0,18,25.26580762836558
431,24,Florent Hadergjonaj,0,1,780,2,1,21,20.50709944294083
432,35,Tom Carroll,1,2,1119,3,3,44,44.746592249257375
433,75,Lewis Cook,0,4,2666,3,4,75,72.13844989996497
434,19,Sam Field,0,0,165,3,1,4,5.612872063062138
435,34,Michael Obafemi,1,1,142,5,0,14,16.847500649692364
436,90,Ander Herrera,2,8,4006,3,18,156,155.13017409948563
437,5,Scott Arfield,0,0,291,3,2,8,10.130088377279613
438,6,Victor Moses,1,0,61,4,0,10,11.430040497212609
439,55,Antonio Valencia,3,3,4013,2,22,207,208.34309606843382
440,65,Jordan Pickford,0,0,5850,1,16,243,215.64574999285352
441,8,Jack Simpson,0,0,71,2,0,1,-0.6677010655037598
442,74,Joel Matip,2,0,4452,2,18,178,176.85394233118424
443,16,Jonathan Benteke,0,0,7,5,0,1,6.0108020475993555
444,22,Joel Asoro,0,0,10,5,0,1,6.080299773353161
445,4,Callum Wilson,1,0,300,5,3,12,14.68851534375986
446,5,Chancel Mbemba,0,0,326,2,1,13,9.559889530956019
447,37,George Friend,0,3,1874,2,4,58,58.11415731536762
448,33,Victor Lindelöf,0,0,1104,2,4,39,39.048102129313534
449,7,Jorge Luiz Frello Filho,1,0,630,3,3,23,26.406883890058353
450,15,Harry Winks,1,0,160,3,0,14,10.141258635716902
451,3,André Ayew,0,0,34,4,0,1,4.3994754254597765
452,42,Manuel Lanzini,8,3,2753,4,9,134,131.59940228484984
453,58,Antonio Valencia,3,3,4078,2,23,214,215.6679594152749
454,85,Luka Milivojevic,22,3,7183,3,23,324,290.30639671325457
455,3,Tom Heaton,0,0,270,1,1,17,9.29289365994438
456,72,Tom Heaton,0,0,3455,1,10,157,130.22341615482398
457,14,Nathan Aké,0,0,30,4,0,4,4.284755334145871
458,80,Danny Rose,2,5,2412,2,11,114,123.17337289291262
459,89,Jonjoe Kenny,0,3,2305,2,6,70,75.28004765540925
460,70,Ragnar Klavan,1,0,2582,2,9,105,94.39793876142778
461,17,Tom Huddlestone,0,1,886,3,1,24,25.89124169993684
462,12,Luke Shaw,0,1,525,2,3,28,26.244657810376104
463,18,Ander Herrera,0,2,1187,3,5,38,42.74995511000128
464,113,Jeffrey Schlupp,4,7,4541,3,10,188,147.75508151784672
465,67,Philip Billing,2,0,2862,3,8,84,78.38478252578668
466,11,Oliver Skipp,0,0,88,3,1,5,3.5947778604247844
467,57,Marouane Fellaini,4,0,1977,3,13,80,99.03443532635629
468,40,Dean Marney,1,2,1764,3,5,51,60.391413090556114
469,73,Fraser Forster,0,0,5220,1,18,207,222.05824716279196
470,35,Callum Paterson,4,2,1993,3,5,80,83.83207021149803
471,48,Claudio Bravo,0,0,2012,1,6,74,76.31862235598366
472,44,James Milner,7,4,3396,3,13,150,157.97074374073506
473,17,Claudio Yacob,0,0,1373,3,3,28,33.41350957591875
474,75,James McArthur,10,5,4357,3,9,192,188.54458398324866
475,53,Craig Cathcart,0,1,1181,2,2,32,31.978521539526326
476,58,Craig Cathcart,0,1,1181,2,2,32,31.978521539526326
477,72,Harry Arter,2,4,3915,3,12,111,122.67129095956327
478,8,Erik Pieters,0,0,630,2,1,15,15.303270060012945
479,38,Issa Diop,1,0,2970,2,7,87,85.9117003973777
480,35,Kevin Wimmer,0,0,357,2,0,2,5.071656081544766
481,69,Callum Wilson,13,3,2907,5,11,146,164.70951662646266
482,70,Daniel Amartey,1,1,2159,3,7,66,66.0884991654727
483,15,Demarai Gray,1,2,236,4,0,21,24.039559774520754
484,107,Sergio Romero,0,0,270,1,3,30,20.9707501795469
485,13,Chris Löwe,0,0,787,2,5,38,37.77496515141128
486,21,Jeremain Lens,0,0,69,4,0,2,5.395836471372007
487,61,Craig Cathcart,0,1,1181,2,2,32,31.978521539526326
488,58,Joe Hart,0,1,1260,1,3,45,41.77253406398913
489,100,Aaron Ramsey,10,20,3974,3,17,247,225.4436711285127
490,9,José Holebas,2,1,809,2,2,37,36.0056586137554
491,79,Steven Defour,2,4,3066,3,17,116,124.40416182196256
492,20,Nikola Vlasic,0,0,393,4,0,12,13.99431868057627
493,18,Alex Oxlade-Chamberlain,2,4,704,3,1,48,45.057815234219945
494,65,Ruben Loftus-Cheek,1,4,1364,3,3,59,58.030355309314764
495,25,Michael Carrick,0,0,823,3,3,22,23.646635366556897
496,41,Martin Kelly,0,2,2173,2,2,46,44.04967863427137
497,10,Mark Noble,0,0,806,3,3,19,23.29946123592621
498,70,Thibaut Courtois,0,0,5940,1,29,256,272.73748336965286
499,63,Sergio Agüero,37,10,4005,5,19,314,333.7590837881269
500,52,Karl Darlow,0,0,900,1,2,33,28.092689135088285
501,31,Gary Madine,0,0,32,5,0,5,6.587897079723092
502,52,Kyle Walker,1,6,3774,2,22,198,205.16612126116954
503,84,Toby Alderweireld,1,0,4398,2,22,186,186.4059862355327
504,89,Ashley Westwood,2,9,4297,3,10,156,147.16054245605503
505,22,Álvaro Morata,10,4,1424,5,10,96,93.0770389299723
506,85,Nathaniel Clyne,0,2,3496,2,13,136,129.8026262853044
507,19,Adam Federici,0,0,180,1,1,8,7.530190379419951
508,103,Kevin Long,1,3,2223,2,5,76,72.58206858995784
509,22,Jamie Vardy,5,3,1429,5,3,64,75.60051899051095
510,32,Robert Huth,2,2,2656,2,7,77,94.26415182371952
511,65,Ibrahim Afellay,0,0,546,3,0,21,13.14483025916541
512,25,Nathan Dyer,0,1,214,4,0,12,13.354145659212513
513,36,Joe Bryan,0,1,2164,2,5,51,61.17805567709904
514,20,Kevin McDonald,0,0,622,3,0,11,14.7251955028797
515,1,Héctor Bellerín,0,0,90,2,0,0,-0.26277906506686755
516,2,Jonny Evans,0,0,180,2,1,5,6.498081199155887
517,58,Asmir Begovic,0,0,5220,1,11,171,177.1125792097266
518,92,Sadio Mané,29,17,5606,4,31,384,375.90764617918626
519,104,Arthur Masuaku,0,5,4090,2,11,136,127.23016746079722
520,54,Jordan Henderson,2,5,3286,3,12,115,121.16999156886286
521,95,Ben Mee,1,4,7335,2,22,227,231.8996494149021
522,29,Lucas Torreira,2,4,2072,3,5,72,80.56074637844969
523,16,Steve Cook,2,0,1440,2,5,62,62.94516034714013
524,35,Ben Hamer,0,0,552,1,0,9,6.8800268076481075
525,46,Ibrahim Afellay,0,0,446,3,0,17,10.983926992457036
526,107,Mohamed Elneny,0,2,1734,3,6,53,54.90015928813151
527,67,Idrissa Gueye,2,2,4879,3,15,136,130.68647339851097
528,34,Willy Boly,4,0,2808,2,7,109,108.60466417355173
529,38,Martín Montoya,0,1,2166,2,3,45,48.69630607851387
530,43,Mohamed Salah,34,14,3331,4,18,332,356.01684807472
531,32,Jason Puncheon,0,4,2553,4,6,72,74.060930625136
532,61,Wayne Rooney,15,8,2968,5,10,170,182.08438883469577
533,25,Kenneth Zohore,0,1,311,5,1,14,16.013924358175473
534,19,Morgan Schneiderlin,0,0,14,3,0,3,0.40751194854065
535,26,Saido Berahino,0,0,331,5,2,9,11.355285368211469
536,29,Alex Iwobi,3,5,1411,4,9,87,74.79462402627442
537,10,Mohamed Elneny,0,1,284,3,1,13,12.37431491873222
538,63,Kristoffer Nordfeldt,0,0,90,1,0,3,-1.0218025918636293
539,48,Sam Vokes,12,4,2411,5,6,141,135.83856440167267
540,12,Branislav Ivanovic,0,1,545,2,1,18,16.694350750917646
541,14,Mathew Ryan,0,0,1260,1,5,55,54.31703961664039
542,11,Elias Kachunga,0,1,817,4,5,27,22.208008512825955
543,68,Ryan Fraser,7,11,3137,4,8,169,168.53600282303032
544,28,Joshua King,11,1,1932,5,5,116,107.9164124319656
545,56,Francis Coquelin,0,1,1928,3,5,58,50.68026899647679
546,93,Daniel Amartey,1,1,2798,3,8,81,76.02836286081569
547,4,Adam Forshaw,0,0,339,3,1,8,9.946016120729567
548,25,Will Keane,0,0,280,5,1,8,11.360526197422772
549,11,Erik Pieters,0,0,900,2,2,24,25.199492375255176
550,20,Nathaniel Clyne,0,2,1800,2,6,72,66.8179558298404
551,37,Diafra Sakho,1,0,181,5,0,12,14.837971270446019
552,24,Lucas Digne,3,3,1800,2,5,84,78.40799513469048
553,8,Callum Wilson,3,1,609,5,4,32,35.909334473507414
554,23,Costel Pantilimon,0,0,83,1,0,2,-1.1484322631191146
555,56,Philip Billing,2,0,2235,3,6,68,66.35052275244671
556,8,Tom Huddlestone,0,1,508,3,1,14,17.893183424756458
557,49,Jan Vertonghen,0,1,3884,2,21,175,171.29661865406453
558,22,Bryan Oviedo,0,0,475,2,1,9,12.482623209163899
559,114,Abdoulaye Doucouré,13,11,7737,3,18,298,317.6997597191173
560,11,Jack Rodwell,0,1,639,3,0,17,19.272262590785928
561,59,Leroy Fer,7,3,3584,3,7,130,137.8558236731711
562,47,Davinson Sánchez,0,2,3145,2,16,142,139.41517621271234
563,32,Bojan Krkic,3,0,475,5,0,30,31.273396685619133
564,35,Tammy Abraham,5,3,1623,5,4,83,81.64158761271597
565,12,Dejan Lovren,2,0,810,2,2,35,34.901612173234035
566,56,Wayne Routledge,3,2,2134,4,6,83,78.82545039629323
567,46,Jürgen Locadia,3,1,1333,5,4,65,55.97866043044111
568,28,Lynden Gooch,0,0,323,4,1,10,10.860594942449165
569,9,Konstantinos Stafylidis,0,0,334,2,0,6,4.638044797210739
570,74,James Milner,7,7,4825,3,18,214,202.77056428037778
571,20,Markus Suttner,0,0,990,2,4,36,37.030245591139405
572,61,Mohamed Elneny,0,2,957,3,4,37,36.32171050065838
573,11,Leroy Sané,0,1,213,4,0,12,13.325820973111654
574,66,Per Mertesacker,1,0,389,2,0,16,10.219980754916651
575,4,Sead Kolasinac,0,2,245,2,1,18,14.740643037998584
576,111,James Tarkowski,3,3,6174,2,19,219,209.98396218800255
577,12,Adama Traoré,0,0,512,4,2,15,14.21688052609187
578,47,Ragnar Klavan,0,0,1680,2,4,52,47.42029309927355
579,33,Markus Suttner,0,0,1178,2,4,38,40.293207772264935
580,6,Moussa Sissoko,0,0,326,3,3,12,12.460665435389664
581,28,Aaron Mooy,4,3,2278,3,7,94,98.12461897714682
582,76,Willian Borges Da Silva,14,11,3408,4,15,244,218.37611106603205
583,55,Luka Milivojevic,12,2,4483,3,14,191,192.23193133124184
584,28,John Stones,0,0,1730,2,4,54,48.02120505503696
585,69,Davinson Sánchez,1,2,4203,2,19,179,180.0782496465433
586,19,Antonio Rüdiger,1,1,1104,2,5,55,52.76578921156779
587,8,Daniel Sturridge,0,2,347,5,1,15,20.391905147725588
588,7,André Ayew,0,0,34,4,0,1,4.3994754254597765
589,73,Junior Stanislas,12,9,2752,4,6,182,175.23445023037394
590,72,Marc Pugh,2,3,2226,4,9,93,75.96870588023927
591,66,Ben Mee,1,2,5355,2,17,174,178.3874909924959
592,7,Marc Navarro,0,0,83,2,0,1,-0.41157243154068546
593,34,Uwe Hünemeier,0,0,17,2,0,1,-1.8366248615176248
594,93,Marcos Alonso,14,14,7335,2,37,451,449.80079610798816
595,45,Jerome Sinclair,0,0,116,5,0,6,8.492775050464516
596,28,Lukasz Fabianski,0,0,2520,1,4,73,71.5787032344644
597,51,Terence Kongolo,1,1,3493,2,6,85,89.46665253596419
598,78,Michy Batshuayi,7,3,643,5,1,78,58.118420117459294
599,7,Fraser Forster,0,0,630,1,3,25,29.072373988099088
600,50,Harry Maguire,4,5,4346,2,11,158,152.9856580657781
601,33,David Marshall,0,0,1350,1,0,31,20.142994113313506
602,10,Hal Robson-Kanu,0,1,70,4,0,11,9.155601025275534
603,4,Yves Bissouma,0,0,139,3,0,4,3.686218243611407
604,85,Robert Kenedy Nunes do Nascimento,3,2,1704,3,9,74,82.46217318648647
605,52,Josh Cullen,0,0,6,3,0,2,0.19157701916058834
606,22,Aleksandar Mitrovic,1,0,89,5,0,10,12.503010647534097
607,114,Sergio Agüero,62,22,6821,5,38,545,463.0116990918948
608,58,Eric Bailly,1,0,2778,2,19,151,156.88463323188464
609,64,Callum Wilson,13,3,2507,5,10,136,149.13694608448597
610,40,Kelechi Iheanacho,3,4,916,5,1,57,53.36014545355809
611,74,Joshua King,23,7,4984,5,15,280,265.64566148710446
612,71,Nathan Redmond,7,4,4605,4,17,183,168.83000388112484
613,8,Andreas Christensen,0,0,345,2,1,13,9.944133945034897
614,73,Matteo Darmian,0,0,1619,2,11,86,82.61932992005161
615,73,Scott McTominay,0,0,1264,3,6,41,37.2977734628289
616,22,Jack Rodwell,0,1,883,3,0,22,24.116361012821756
617,56,Rob Holding,0,0,1073,2,5,40,43.389266501457925
618,21,Max Gradel,0,0,95,4,0,4,6.127332644981905
619,25,Michael Hefele,0,0,1,2,0,1,-2.1880519293428122
620,56,Isaac Hayden,1,0,1510,3,3,44,42.50596340625053
621,58,Jack Wilshere,0,5,2396,3,7,81,82.75499610231591
622,84,Christian Eriksen,19,32,6917,4,34,436,421.4526001881811
623,49,Marcos Rojo,1,0,1663,2,8,77,75.36129999560485
624,9,Andrew Surman,0,0,720,3,2,17,19.91901536296919
625,55,Roberto Firmino,16,14,4226,5,18,250,246.73923520566288
626,75,Alberto Moreno,0,2,1569,2,6,67,63.46237962143667
627,80,Lewis Cook,0,4,2683,3,4,78,72.34108432428982
628,64,Ademola Lookman,1,1,488,4,1,28,26.32828177642826
629,32,Grant Leadbitter,1,0,554,3,3,24,24.680396562940302
630,26,Kyle Naughton,0,0,1835,2,3,34,43.48806707616679
631,5,Jefferson Montero,0,0,120,4,0,4,6.823731366066966
632,43,Romelu Lukaku,20,7,3249,5,15,191,215.5981821727007
633,38,Liam Rosenior,0,0,163,2,0,3,1.2617295515828664
634,90,Oleksandr Zinchenko,0,1,763,2,4,25,35.73172401941028
635,35,Joshua King,15,2,2534,5,9,164,150.63058261413786
636,14,James Tomkins,3,0,772,2,1,33,33.6530705962345
637,29,Maxime Le Marchand,0,1,1620,2,0,20,26.03276585603402
638,50,Matteo Darmian,0,0,1514,2,10,78,75.48842747529888
639,9,Luke Shaw,0,1,435,2,2,22,19.6966697892866
640,28,Charlie Adam,1,4,1258,3,6,54,60.28367143187273
641,26,Fabio Henrique Tavares,1,2,1185,3,6,43,51.32519877370949
642,71,Arthur Masuaku,0,4,2555,2,7,87,87.94202121724899
643,58,Aaron Mooy,6,3,4388,3,13,157,151.86304493843815
644,5,Evandro Goebel,0,0,268,4,2,10,8.000772484620548
645,20,Raúl Jiménez,6,6,1628,5,6,93,99.08267535476128
646,21,Miguel Britos,0,0,1523,2,4,34,45.421570750092926
647,68,Elias Kachunga,1,1,2309,4,7,69,58.67904185904757
648,10,Marc Albrighton,0,0,532,3,4,19,18.94328271356556
649,34,Mousa Dembélé,1,2,1910,3,11,71,75.42048848454162
650,8,Luke Shaw,0,1,435,2,2,22,19.6966697892866
651,101,Alex Iwobi,8,15,4518,4,18,237,219.94024648777187
652,99,Laurent Koscielny,5,1,5520,2,20,243,222.6373436100309
653,13,Gary Madine,0,0,32,5,0,5,6.587897079723092
654,47,Marc Albrighton,2,7,3090,3,10,114,123.10066992044338
655,55,Andrew Surman,2,5,3150,3,8,106,107.07610373951772
656,54,Claudio Bravo,0,0,2012,1,6,74,76.31862235598366
657,57,Scott Dann,4,1,3077,2,3,92,112.19432369553988
658,16,David Marshall,0,0,1260,1,0,30,18.469268459353998
659,60,Charlie Austin,12,1,1530,5,7,115,99.19703936342265
660,39,Reece Oxford,0,0,4,2,0,1,-2.1219843513335244
661,21,Chris Wood,4,0,1021,5,7,49,42.4782277814987
662,75,Gary Cahill,6,0,5288,2,26,251,246.9343258150063
663,102,Leighton Baines,4,8,5102,2,16,224,206.6272637451709
664,22,Ahmed Elmohamady,0,1,1648,2,1,37,31.484154578335158
665,113,Phil Jones,0,1,4773,2,23,213,195.95839830714587
666,32,Kevin Long,0,0,270,2,0,3,3.406159574310701
667,40,Beram Kayal,0,0,736,3,1,26,18.61413896415806
668,56,Mason Holgate,0,1,2182,2,8,81,79.9487715808098
669,75,Romelu Lukaku,28,8,4992,5,18,277,315.4419747396173
670,55,Jonathan Leko,0,1,118,4,0,12,10.581922343224967
671,55,Aaron Lennon,0,3,994,4,5,45,35.98384241044923
672,23,Neil Taylor,0,1,920,2,2,22,28.327244904804964
673,98,Martin Kelly,0,2,3617,2,7,90,85.97176404894864
674,73,Juan Mata,9,7,3353,4,24,194,213.97941164737458
675,54,Wayne Hennessey,0,0,3420,1,8,122,115.31542837234386
676,8,Omar Elabdellaoui,0,0,525,2,1,14,13.416741291619388
677,59,Matteo Darmian,0,0,1528,2,10,79,75.7051864533638
678,85,Raheem Sterling,29,33,5681,4,27,428,444.2119094786101
679,107,Leroy Sané,23,33,5717,4,28,416,459.010570010101
680,9,David Jones,0,0,86,3,0,1,2.3180151973358996
681,3,Filip Lesniak,0,1,5,3,0,4,3.7150230925689716
682,30,Kieran Trippier,0,2,207,2,1,20,13.980972842265247
683,84,Tom Heaton,0,0,3455,1,10,157,130.22341615482398
684,26,Nathaniel Clyne,0,2,2250,2,7,83,78.14873487701675
685,12,Ruben Loftus-Cheek,0,2,630,3,0,21,23.27608435313833
686,24,Oliver Skipp,0,0,185,3,2,10,7.447287608026549
687,13,Albert Adomah,0,0,122,4,0,3,6.879148574413463
688,56,Ben Watson,0,0,65,3,0,3,1.7669304031430286
689,24,Martin Kelly,0,2,1298,2,0,25,22.977895114854263
690,54,Mason Holgate,0,1,2002,2,7,75,71.87137180895928
691,38,Simon Mignolet,0,0,2520,1,9,110,105.12950009742482
692,103,Juan Mata,11,11,4530,4,29,255,285.3782048497312
693,69,Michel Vorm,0,0,506,1,2,20,20.46606425036765
694,1,Kevin Mirallas,0,1,75,4,0,5,9.305422165044753
695,49,Rekeem Harper,0,0,20,3,0,1,0.5689857526072508
696,37,Ibrahim Afellay,0,0,384,3,0,15,9.593616167422908
697,10,Sean Morrison,0,2,900,2,2,23,31.330448354496667
698,11,Pascal Groß,2,5,920,4,4,58,57.947985710562946
699,18,Isaac Mbenza,0,0,302,4,0,13,11.69024644941019
700,8,Luka Milivojevic,1,0,618,3,4,23,27.940633877767553
701,104,Eric Dier,4,2,6994,3,36,219,220.18608825754083
702,72,Chung-yong Lee,0,1,593,4,2,30,20.854738669637996
703,50,Moussa Sissoko,1,3,1586,3,8,72,66.91985772575985
704,53,Charlie Adam,1,4,1498,3,6,61,65.91918762759502
705,12,Damien Delaney,0,0,846,2,1,18,18.885810018204182
706,60,Vincent Janssen,2,3,846,5,3,56,46.60461743537618
707,68,Kelechi Iheanacho,4,9,1706,5,2,108,87.53906739414418
708,17,Mark Noble,2,0,1326,3,5,42,51.20581404251713
709,42,Adrián San Miguel del Castillo,0,0,1710,1,6,72,70.02920533122733
710,33,Damien Delaney,0,2,1870,2,3,49,47.97844117983904
711,34,Laurent Koscielny,2,1,2718,2,10,121,112.14282397906783
712,55,Jay Fulton,0,0,706,3,3,19,21.20151409699435
713,54,Sam Byram,0,1,1249,2,3,29,38.79598395352836
714,100,Adam Smith,3,8,6403,2,16,210,189.1190444108531
715,9,Antonio Rüdiger,0,1,630,2,2,22,23.459375502498656
716,47,Mohamed Salah,36,14,3666,4,21,353,396.43796767075287
717,3,Branislav Ivanovic,0,0,270,2,1,9,8.408070818388595
718,40,Joe Hart,0,0,180,1,0,1,0.5879038547959823
719,21,Renato Sanches,0,0,699,3,2,20,19.483266628179734
720,25,Lukasz Fabianski,0,0,2250,1,4,69,66.38231399917622
721,43,Thibaut Courtois,0,0,3690,1,18,162,171.6284369134216
722,69,Trent Alexander-Arnold,1,1,1315,2,5,62,56.566374904325656
723,4,Damien Delaney,0,0,351,2,1,11,10.064778355174491
724,62,Johann Berg Gudmundsson,2,8,2777,4,11,115,113.09515269268789
725,15,Glenn Whelan,0,0,950,3,2,22,24.40193964132374
726,38,Kristoffer Nordfeldt,0,0,90,1,0,3,-1.0218025918636293
727,78,Eric Bailly,1,0,3238,2,20,163,162.9767331206394
728,31,Leroy Fer,6,2,2056,3,4,85,94.57477675233797
729,62,Dejan Lovren,3,2,3938,2,17,167,179.05039823938452
730,2,Manuel Agudo Durán,2,0,80,4,0,14,17.85444669823449
731,74,Shane Long,5,4,2780,5,6,108,113.21344122243633
732,20,Cyrus Christie,0,0,1070,2,2,22,27.84725477628529
733,17,Beram Kayal,0,0,77,3,0,2,2.082457928944617
734,107,Marcus Rashford,22,15,5397,5,23,297,303.2655317857441
735,58,Beram Kayal,1,1,1423,3,4,50,48.06238667080521
736,33,Sergio Rico,0,0,2160,1,2,58,51.23084335355909
737,22,Adam Smith,1,4,1751,2,4,59,64.56787466670886
738,38,Alex Oxlade-Chamberlain,2,7,1564,3,4,83,82.78041053676877
739,72,Sergio Romero,0,0,180,1,2,23,13.594233240764268
740,5,Jonas Olsson,0,0,180,2,1,6,6.498081199155887
741,32,Luciano Vietto,1,4,980,5,1,47,44.9769318397865
742,70,Fernando Luiz Rosa,3,4,5028,3,22,155,173.7361834772407
743,9,David Brooks,2,0,548,4,3,28,27.843189474213943
744,83,Divock Origi,8,5,1549,5,7,108,101.3953901460051
745,29,Florian Lejeune,0,0,1293,2,2,26,31.00481388690222
746,70,N'Golo Kanté,2,3,5592,3,27,170,170.21080883511488
747,74,Martin Kelly,0,2,3267,2,6,79,77.25060511222776
748,104,Calum Chambers,3,1,4800,2,11,140,146.58710784139473
749,43,Christian Benteke,15,2,3581,5,7,143,165.51218670773775
750,97,Christian Benteke,18,9,5690,5,14,228,249.6728353886683
751,36,Aaron Wan-Bissaka,0,0,270,2,0,6,3.406159574310701
752,17,Dwight McNeil,0,0,107,4,0,3,6.462455632945449
753,74,James Collins,3,0,2702,2,9,104,110.69882133650738
754,52,Mason Holgate,0,1,1822,2,6,67,63.77191597298631
755,103,Pedro Obiang,3,3,4155,3,10,139,118.67603878437544
756,66,Diafra Sakho,3,1,475,5,0,36,33.99324365925719
757,32,Jake Livermore,1,1,2468,3,4,65,62.87689277277141
758,1,Michael Obafemi,0,0,8,5,0,1,6.033975415013948
759,45,Nathan Aké,6,0,1470,2,6,102,99.35159736442573
760,23,Martín Montoya,0,0,1350,2,1,23,26.23839609088229
761,67,Tom Davies,3,5,2953,3,12,108,122.9468698729427
762,110,Fraser Forster,0,0,5220,1,18,207,222.05824716279196
763,37,Michael Carrick,0,0,1555,3,5,42,40.27763950115068
764,93,Leighton Baines,4,8,5012,2,16,222,206.6713862752142
765,15,Chris Wood,4,0,907,5,6,46,41.30484945437408
766,40,Yohan Benalouane,0,0,917,2,4,27,35.67726303584965
767,44,Nemanja Matic,1,1,3357,3,17,95,104.38177108646877
768,52,Christian Atsu,2,4,2008,4,6,86,79.56588025751898
769,3,Wayne Routledge,0,0,198,4,1,5,7.538261619794595
770,42,Chung-yong Lee,0,1,580,4,2,27,20.523706464533824
771,26,Matej Vydra,1,0,262,5,0,13,16.82889265602593
772,16,José Holebas,2,3,1314,2,3,50,53.59871340188102
773,1,Sandro Ramírez,0,0,76,5,1,2,6.859270260258249
774,31,Connor Wickham,2,0,412,5,0,18,25.26580762836558
775,62,James McCarthy,1,1,817,3,0,29,28.808125108485328
776,8,Adam Smith,1,2,720,2,2,32,32.16618119229269
777,87,James McCarthy,1,1,817,3,0,29,28.808125108485328
778,45,Aaron Cresswell,0,2,2664,2,8,84,88.48006564403931
779,54,Marc Albrighton,3,9,3533,3,11,144,148.24272847593667
780,111,Andrew Surman,2,6,5089,3,13,162,143.55300697025697
781,33,Albert Adomah,0,0,122,4,0,3,6.879148574413463
782,81,Dan Gosling,4,1,3757,3,6,116,115.62633169033765
783,56,Javier Manquillo,0,2,2300,2,6,73,71.87915594138929
784,27,Pablo Zabaleta,1,0,902,2,1,30,25.148143098360244
785,38,Isaac Mbenza,1,1,977,4,0,38,39.17644316559641
786,14,Rickie Lambert,0,0,13,5,0,1,6.149730357409652
787,33,Adam Masina,0,1,799,2,2,23,26.40427580644682
788,28,Tom Cairney,0,1,1423,3,3,43,39.02220028827859
789,99,Vincent Kompany,4,1,2767,2,13,138,143.79405235403465
790,31,Papy Djilobodji,0,0,1577,2,2,24,34.739415161387925
791,42,Marko Grujic,0,0,49,3,0,5,1.3436519525250112
792,44,Michel Vorm,0,0,416,1,2,17,18.608376156059222
793,22,Collin Quaner,0,3,702,5,2,27,32.09617606938629
794,13,Rajiv van La Parra,1,0,750,4,2,22,27.186051496782127
795,32,Davide Zappacosta,1,1,1033,2,5,56,51.404265937986935
796,7,Calum Chambers,1,0,270,2,0,9,7.870234672689758
797,34,Michael Hefele,0,0,32,2,0,1,-1.509258434751536
798,30,Tom Carroll,0,2,780,3,2,28,29.615448147505063
799,43,Rekeem Harper,0,0,20,3,0,1,0.5689857526072508
800,8,Dion Pereira,0,0,8,4,0,1,3.650685276638118
801,10,Jesús Navas,0,1,201,2,0,11,5.0817420474553465
802,95,Ander Herrera,3,10,4391,3,18,180,179.0705727922311
803,24,Cristhian Stuani,4,0,937,5,2,44,47.98856831332429
804,89,Ashley Williams,2,3,4990,2,18,183,195.57843121609378
805,9,Danny Simpson,0,0,655,2,3,21,25.826699766431755
